investment_id,customer_id,advisor_id,fund_name,fund_type,investment_amount,current_value,inception_date,last_valuation_date,return_ytd_pct,return_1yr_pct,risk_rating,region
INV-00185,CUS-0002,ADV-0012,Manulife Sustainable Asia,Equity,21711944,22360846,2024-11-19,2026-04-03,2.55,2.99,4,Asia Pacific
INV-00186,CUS-0116,ADV-0019,Manulife US Tech Innovation,Equity,2001143,2145404,2025-01-16,2026-04-22,6.52,7.21,5,North America
INV-00187,CUS-0146,ADV-0012,Manulife Japan TOPIX Index,Equity,13729944,14398613,2020-09-11,2026-04-05,2.72,4.87,4,Japan
INV-00188,CUS-0053,ADV-0017,Manulife Asia ex-Japan Equity,Equity,17471969,15435406,2022-07-30,2026-04-13,-10.31,-11.66,5,Asia Pacific
INV-00189,CUS-0025,ADV-0016,Manulife Balanced Yen,Mixed,12600367,14555432,2022-03-22,2026-04-07,11.92,15.52,3,Japan
INV-00190,CUS-0191,ADV-0013,Manulife Sustainable Asia,Equity,23210658,21911009,2020-05-26,2026-04-20,-3.28,-5.6,4,Asia Pacific
INV-00191,CUS-0004,ADV-0029,Manulife Global Equity,Equity,3400422,3123866,2025-05-10,2026-04-02,-7.68,-8.13,4,Global
INV-00192,CUS-0034,ADV-0015,Manulife Yen Money Market,Money Market,3436602,2814458,2020-08-13,2026-04-08,-11.29,-18.1,1,Japan
INV-00193,CUS-0191,ADV-0021,Manulife Asia ex-Japan Equity,Equity,23062827,26179107,2019-05-03,2026-04-18,11.46,13.51,5,Asia Pacific
INV-00194,CUS-0105,ADV-0008,Manulife Japan TOPIX Index,Equity,5846839,6522376,2022-05-13,2026-04-07,10.88,11.55,4,Japan
INV-00195,CUS-0046,ADV-0005,Manulife Asia ex-Japan Equity,Equity,19591254,23282818,2019-12-15,2026-04-21,15.7,18.84,5,Asia Pacific
INV-00196,CUS-0047,ADV-0004,Manulife Asia ex-Japan Equity,Equity,29241402,30060961,2020-01-11,2026-04-08,1.2,2.8,5,Asia Pacific
INV-00197,CUS-0090,ADV-0002,Manulife US Tech Innovation,Equity,11708368,9458319,2021-10-12,2026-04-29,-18.54,-19.22,5,North America
INV-00198,CUS-0013,ADV-0006,Manulife Asia ex-Japan Equity,Equity,8011219,9421749,2018-08-13,2026-04-17,5.86,17.61,5,Asia Pacific
INV-00199,CUS-0065,ADV-0021,Manulife Balanced Yen,Mixed,19646929,16467530,2020-12-20,2026-04-19,-5.7,-16.18,3,Japan
INV-00200,CUS-0005,ADV-0028,Manulife US Tech Innovation,Equity,16401016,17836898,2024-07-13,2026-04-01,7.73,8.75,5,North America
