transaction_id,customer_id,policy_id,investment_id,transaction_type,amount,transaction_date,payment_method,status,reference_number
TXN-000248,CUS-0058,POL-00194,,Claim Settlement,2781217,2026-03-05,Bank Transfer,Completed,REF-71056702
TXN-000249,CUS-0174,POL-00063,,Premium Payment,5816,2025-09-10,Furikomi,Failed,REF-26559953
TXN-000250,CUS-0011,,,Policy Loan,208872,2026-04-16,Bank Transfer,Completed,REF-13622273
TXN-000251,CUS-0030,POL-00191,,Claim Settlement,2770672,2024-09-08,Direct Debit,Pending,REF-87723654
TXN-000252,CUS-0017,,,Loan Repayment,565689,2024-08-15,Direct Debit,Completed,REF-49690432
TXN-000253,CUS-0108,POL-00296,,Premium Payment,140673,2024-11-12,Furikomi,Completed,REF-94143042
TXN-000254,CUS-0059,,,Annuity Payout,1482856,2025-07-24,Convenience Store (Konbini),Completed,REF-42604214
TXN-000255,CUS-0052,,,Policy Loan,457404,2025-09-12,Bank Transfer,Completed,REF-35467041
TXN-000256,CUS-0017,POL-00260,,Claim Settlement,2145397,2026-01-08,Credit Card,Completed,REF-92774776
TXN-000257,CUS-0104,,,Policy Loan,1298253,2024-04-19,Credit Card,Completed,REF-97070295
TXN-000258,CUS-0184,POL-00307,,Claim Settlement,2605241,2025-01-28,Direct Debit,Completed,REF-21400414
TXN-000259,CUS-0073,,,Policy Loan,1177657,2025-09-21,Bank Transfer,Completed,REF-80138649
TXN-000260,CUS-0192,,INV-00015,Investment Redemption,158161,2026-03-13,Furikomi,Completed,REF-52063000
TXN-000261,CUS-0060,POL-00111,,Premium Payment,20590,2024-10-05,Bank Transfer,Completed,REF-79016426
TXN-000262,CUS-0014,,,Policy Loan,1242905,2025-09-14,Direct Debit,Completed,REF-54108573
TXN-000263,CUS-0075,POL-00170,,Claim Settlement,2237718,2025-01-06,Furikomi,Completed,REF-62106438
TXN-000264,CUS-0124,,INV-00073,Investment Redemption,597494,2024-04-08,Convenience Store (Konbini),Completed,REF-95402489
TXN-000265,CUS-0136,POL-00056,,Premium Payment,53193,2024-12-18,Convenience Store (Konbini),Completed,REF-16379220
TXN-000266,CUS-0132,,,Annuity Payout,1478300,2025-01-11,Credit Card,Completed,REF-52544298
TXN-000267,CUS-0163,,,Loan Repayment,939681,2024-03-21,Bank Transfer,Completed,REF-91711149
TXN-000268,CUS-0074,,,Loan Repayment,127929,2024-01-01,Direct Debit,Completed,REF-28406251
TXN-000269,CUS-0127,,,Loan Repayment,397134,2026-02-10,Bank Transfer,Completed,REF-73511017
TXN-000270,CUS-0052,,,Policy Loan,1235250,2024-05-19,Direct Debit,Completed,REF-77089562
TXN-000271,CUS-0058,POL-00194,,Claim Settlement,2781217,2025-12-28,Convenience Store (Konbini),Completed,REF-48439940
TXN-000272,CUS-0107,,INV-00098,Investment Redemption,4191860,2025-05-13,Credit Card,Completed,REF-50029982
TXN-000273,CUS-0197,,,Annuity Payout,1875707,2024-12-13,Credit Card,Completed,REF-73561493
TXN-000274,CUS-0200,POL-00336,,Premium Payment,107211,2025-05-14,Credit Card,Completed,REF-11313348
TXN-000275,CUS-0086,,,Policy Loan,1009935,2024-04-21,Direct Debit,Completed,REF-26705176
TXN-000276,CUS-0177,,INV-00022,Investment Redemption,4136689,2024-05-15,Credit Card,Completed,REF-89459683
TXN-000277,CUS-0013,,,Annuity Payout,63644,2024-12-29,Convenience Store (Konbini),Completed,REF-55554983
TXN-000278,CUS-0029,POL-00102,,Claim Settlement,202137,2025-08-06,Bank Transfer,Completed,REF-15672658
TXN-000279,CUS-0184,,,Annuity Payout,319884,2025-11-10,Furikomi,Completed,REF-38784990
TXN-000280,CUS-0031,,,Policy Loan,279434,2025-12-15,Convenience Store (Konbini),Completed,REF-37622657
TXN-000281,CUS-0129,,,Annuity Payout,1836996,2024-01-20,Direct Debit,Completed,REF-50396824
TXN-000282,CUS-0024,,,Loan Repayment,193379,2025-08-28,Direct Debit,Completed,REF-95867726
TXN-000283,CUS-0147,,INV-00102,Investment Purchase,647464,2025-06-11,Direct Debit,Completed,REF-46516897
TXN-000284,CUS-0109,,,Annuity Payout,247895,2024-12-11,Convenience Store (Konbini),Completed,REF-14929942
TXN-000285,CUS-0073,POL-00171,,Claim Settlement,768746,2025-08-13,Furikomi,Completed,REF-23526465
TXN-000286,CUS-0163,,,Policy Loan,1166592,2025-07-24,Direct Debit,Completed,REF-51485047
TXN-000287,CUS-0154,POL-00090,,Claim Settlement,2301802,2024-02-05,Convenience Store (Konbini),Completed,REF-90190262
TXN-000288,CUS-0128,POL-00366,,Claim Settlement,1843548,2024-06-03,Credit Card,Completed,REF-78262968
TXN-000289,CUS-0058,,INV-00040,Investment Redemption,489422,2024-01-20,Convenience Store (Konbini),Completed,REF-93497323
TXN-000290,CUS-0144,,,Policy Loan,1860252,2025-05-14,Furikomi,Completed,REF-45808768
TXN-000291,CUS-0154,,,Policy Loan,701281,2024-12-17,Direct Debit,Completed,REF-29417025
TXN-000292,CUS-0115,POL-00121,,Premium Payment,80524,2025-06-28,Credit Card,Completed,REF-26067333
TXN-000293,CUS-0148,POL-00246,,Claim Settlement,4051922,2025-03-06,Direct Debit,Completed,REF-59113295
TXN-000294,CUS-0101,,INV-00118,Investment Purchase,964712,2025-08-31,Bank Transfer,Completed,REF-81201537
TXN-000295,CUS-0090,,,Annuity Payout,711831,2025-06-27,Bank Transfer,Completed,REF-33789466
TXN-000296,CUS-0041,,,Policy Loan,1097325,2026-01-27,Convenience Store (Konbini),Completed,REF-59717192
TXN-000297,CUS-0193,,,Policy Loan,1018028,2025-11-12,Credit Card,Completed,REF-97646230
TXN-000298,CUS-0155,,INV-00017,Investment Purchase,2352506,2025-07-11,Furikomi,Completed,REF-74005251
TXN-000299,CUS-0045,,,Policy Loan,1106479,2025-07-03,Bank Transfer,Completed,REF-96205859
TXN-000300,CUS-0046,,INV-00195,Investment Purchase,3905729,2025-06-30,Convenience Store (Konbini),Completed,REF-76585181
TXN-000301,CUS-0097,,,Policy Loan,706680,2025-06-20,Credit Card,Completed,REF-69212551
TXN-000302,CUS-0073,POL-00171,,Claim Settlement,768746,2024-04-29,Convenience Store (Konbini),Completed,REF-75198365
TXN-000303,CUS-0164,,,Loan Repayment,1860179,2025-12-08,Direct Debit,Completed,REF-15518532
TXN-000304,CUS-0098,POL-00060,,Premium Payment,9285,2024-10-05,Convenience Store (Konbini),Pending,REF-92465353
TXN-000305,CUS-0081,,,Loan Repayment,1786724,2024-04-07,Convenience Store (Konbini),Completed,REF-85912615
TXN-000306,CUS-0181,POL-00027,,Premium Payment,2682,2024-06-17,Convenience Store (Konbini),Completed,REF-71731085
TXN-000307,CUS-0178,,,Loan Repayment,1206237,2024-08-04,Convenience Store (Konbini),Completed,REF-71599506
TXN-000308,CUS-0127,,,Loan Repayment,838834,2024-05-19,Convenience Store (Konbini),Completed,REF-17470659
TXN-000309,CUS-0037,POL-00273,,Claim Settlement,4929244,2024-02-15,Credit Card,Completed,REF-82534814
TXN-000310,CUS-0165,,,Policy Loan,1398219,2025-08-30,Furikomi,Completed,REF-88961105
TXN-000311,CUS-0146,,INV-00187,Investment Redemption,2539380,2024-09-02,Furikomi,Completed,REF-27485776
TXN-000312,CUS-0028,,,Policy Loan,485233,2024-10-06,Credit Card,Completed,REF-14463115
TXN-000313,CUS-0098,POL-00060,,Premium Payment,9285,2024-03-02,Direct Debit,Completed,REF-20493776
TXN-000314,CUS-0034,,INV-00070,Investment Redemption,2021389,2024-07-08,Credit Card,Completed,REF-81113274
TXN-000315,CUS-0073,POL-00171,,Claim Settlement,768746,2025-10-31,Direct Debit,Completed,REF-79451373
TXN-000316,CUS-0183,POL-00334,,Premium Payment,18048,2024-05-14,Furikomi,Completed,REF-95588901
TXN-000317,CUS-0187,,INV-00130,Investment Redemption,1483324,2024-05-19,Convenience Store (Konbini),Completed,REF-35050229
TXN-000318,CUS-0169,,,Policy Loan,472593,2026-01-25,Credit Card,Completed,REF-30468446
TXN-000319,CUS-0143,,,Policy Loan,943248,2024-05-14,Furikomi,Completed,REF-54042726
TXN-000320,CUS-0148,POL-00246,,Claim Settlement,4051922,2025-07-18,Credit Card,Pending,REF-22716587
TXN-000321,CUS-0016,,INV-00125,Investment Purchase,1679792,2024-09-28,Direct Debit,Completed,REF-17591413
TXN-000322,CUS-0177,,INV-00116,Investment Purchase,3061775,2025-06-03,Furikomi,Completed,REF-31504587
TXN-000323,CUS-0037,POL-00289,,Claim Settlement,2922615,2025-11-23,Furikomi,Completed,REF-37375417
TXN-000324,CUS-0078,POL-00064,,Claim Settlement,1791253,2024-10-12,Credit Card,Completed,REF-60873700
TXN-000325,CUS-0018,,INV-00026,Investment Purchase,2935472,2025-04-18,Convenience Store (Konbini),Completed,REF-50462078
TXN-000326,CUS-0155,,INV-00062,Investment Purchase,2793977,2024-03-18,Furikomi,Completed,REF-74696492
TXN-000327,CUS-0058,POL-00194,,Claim Settlement,2781217,2026-02-18,Furikomi,Completed,REF-20196033
TXN-000328,CUS-0024,,,Annuity Payout,160868,2024-02-04,Credit Card,Completed,REF-41167389
TXN-000329,CUS-0129,POL-00360,,Premium Payment,5101,2025-08-13,Convenience Store (Konbini),Completed,REF-22783464
TXN-000330,CUS-0108,,INV-00161,Investment Purchase,1152367,2025-01-23,Bank Transfer,Completed,REF-86134779
TXN-000331,CUS-0019,POL-00127,,Claim Settlement,3248708,2025-01-29,Credit Card,Completed,REF-29046212
TXN-000332,CUS-0025,,,Policy Loan,1315208,2024-06-10,Furikomi,Completed,REF-92256243
TXN-000333,CUS-0007,,,Annuity Payout,1921579,2025-01-04,Direct Debit,Completed,REF-37708996
TXN-000334,CUS-0144,POL-00071,,Premium Payment,50945,2024-09-04,Credit Card,Completed,REF-54759945
TXN-000335,CUS-0005,,INV-00200,Investment Purchase,3903170,2024-12-24,Direct Debit,Completed,REF-97390796
TXN-000336,CUS-0159,,INV-00058,Investment Redemption,1913764,2025-10-09,Credit Card,Completed,REF-69425729
TXN-000337,CUS-0006,,INV-00163,Investment Purchase,4821573,2024-08-05,Convenience Store (Konbini),Completed,REF-92859073
TXN-000338,CUS-0129,,,Loan Repayment,1800854,2024-12-14,Furikomi,Completed,REF-51964314
TXN-000339,CUS-0150,,INV-00117,Investment Redemption,3794421,2024-08-26,Convenience Store (Konbini),Completed,REF-85328690
TXN-000340,CUS-0093,,,Loan Repayment,1124915,2024-10-17,Bank Transfer,Completed,REF-23571635
TXN-000341,CUS-0049,,INV-00094,Investment Purchase,2731397,2024-01-26,Convenience Store (Konbini),Completed,REF-98427038
TXN-000342,CUS-0056,,,Annuity Payout,352264,2025-10-27,Direct Debit,Completed,REF-82074318
TXN-000343,CUS-0159,,INV-00058,Investment Purchase,2065387,2024-04-03,Direct Debit,Pending,REF-93176256
TXN-000344,CUS-0157,,,Annuity Payout,1147468,2025-09-29,Direct Debit,Completed,REF-30935926
TXN-000345,CUS-0184,POL-00307,,Claim Settlement,2347166,2026-02-15,Bank Transfer,Completed,REF-66093293
TXN-000346,CUS-0017,POL-00260,,Claim Settlement,2237110,2024-04-22,Bank Transfer,Completed,REF-76272160
TXN-000347,CUS-0175,,INV-00060,Investment Redemption,4317573,2024-12-21,Bank Transfer,Completed,REF-48459637
TXN-000348,CUS-0172,,,Policy Loan,1152338,2024-04-10,Convenience Store (Konbini),Completed,REF-85599990
TXN-000349,CUS-0148,POL-00246,,Claim Settlement,4051922,2025-06-13,Direct Debit,Completed,REF-44215934
TXN-000350,CUS-0061,POL-00210,,Premium Payment,6776,2025-11-24,Bank Transfer,Completed,REF-40874376
TXN-000351,CUS-0087,,INV-00151,Investment Purchase,4894087,2024-10-09,Direct Debit,Completed,REF-39634616
TXN-000352,CUS-0089,,,Policy Loan,1109009,2024-01-03,Direct Debit,Completed,REF-65381250
TXN-000353,CUS-0175,,,Annuity Payout,177699,2025-11-25,Convenience Store (Konbini),Completed,REF-84478146
TXN-000354,CUS-0182,,INV-00153,Investment Purchase,1814240,2024-09-02,Furikomi,Completed,REF-57400008
TXN-000355,CUS-0091,POL-00354,,Claim Settlement,793733,2024-08-08,Convenience Store (Konbini),Completed,REF-44246022
TXN-000356,CUS-0032,POL-00177,,Premium Payment,3675,2025-11-26,Convenience Store (Konbini),Completed,REF-24734623
TXN-000357,CUS-0085,,INV-00024,Investment Redemption,4662135,2024-03-05,Credit Card,Completed,REF-58339556
TXN-000358,CUS-0048,POL-00377,,Claim Settlement,2705481,2025-01-10,Bank Transfer,Completed,REF-94282195
TXN-000359,CUS-0147,,INV-00102,Investment Redemption,4063829,2025-08-31,Furikomi,Completed,REF-99720736
TXN-000360,CUS-0111,,,Annuity Payout,362711,2025-10-17,Furikomi,Completed,REF-61697987
TXN-000361,CUS-0109,POL-00222,,Claim Settlement,2219879,2026-04-07,Direct Debit,Completed,REF-79847378
TXN-000362,CUS-0070,,INV-00023,Investment Purchase,258337,2025-03-06,Convenience Store (Konbini),Completed,REF-55373181
TXN-000363,CUS-0037,,INV-00181,Investment Redemption,1893282,2026-02-19,Credit Card,Completed,REF-98698913
TXN-000364,CUS-0176,,,Policy Loan,1926669,2024-05-06,Convenience Store (Konbini),Completed,REF-11007217
TXN-000365,CUS-0054,POL-00099,,Premium Payment,1850,2024-09-25,Bank Transfer,Completed,REF-82858559
TXN-000366,CUS-0105,,,Loan Repayment,1772514,2026-03-03,Credit Card,Completed,REF-15528664
TXN-000367,CUS-0175,,,Annuity Payout,1991877,2024-10-20,Direct Debit,Completed,REF-86503524
TXN-000368,CUS-0090,POL-00199,,Premium Payment,92550,2025-03-09,Furikomi,Pending,REF-94107949
TXN-000369,CUS-0075,POL-00283,,Claim Settlement,4464043,2025-06-29,Furikomi,Completed,REF-48598295
TXN-000370,CUS-0055,,,Annuity Payout,617729,2025-06-03,Credit Card,Completed,REF-83751688
TXN-000371,CUS-0084,,,Loan Repayment,1381965,2025-08-09,Credit Card,Completed,REF-41044658
TXN-000372,CUS-0007,,,Policy Loan,542925,2025-01-17,Direct Debit,Completed,REF-68875361
TXN-000373,CUS-0132,,INV-00041,Investment Redemption,654671,2024-06-06,Credit Card,Completed,REF-51208091
TXN-000374,CUS-0073,,,Loan Repayment,1293047,2024-12-16,Direct Debit,Completed,REF-66543873
TXN-000375,CUS-0047,,INV-00174,Investment Purchase,1481754,2024-06-22,Convenience Store (Konbini),Completed,REF-15177461
TXN-000376,CUS-0002,,INV-00185,Investment Redemption,2023598,2024-08-23,Credit Card,Completed,REF-47545572
TXN-000377,CUS-0080,,,Annuity Payout,837844,2025-10-03,Credit Card,Completed,REF-43261555
TXN-000378,CUS-0185,,INV-00051,Investment Redemption,2500151,2025-12-23,Credit Card,Completed,REF-64027654
TXN-000379,CUS-0042,,,Loan Repayment,1406244,2025-11-03,Direct Debit,Completed,REF-50335091
TXN-000380,CUS-0083,,,Policy Loan,1695845,2025-07-28,Bank Transfer,Completed,REF-87973896
TXN-000381,CUS-0019,,,Policy Loan,1367378,2024-02-18,Bank Transfer,Completed,REF-48301681
TXN-000382,CUS-0020,,,Annuity Payout,1879931,2025-09-04,Bank Transfer,Completed,REF-88421700
TXN-000383,CUS-0018,,,Policy Loan,232341,2025-10-19,Credit Card,Completed,REF-94050204
TXN-000384,CUS-0037,,,Annuity Payout,539515,2026-01-27,Convenience Store (Konbini),Completed,REF-26350980
TXN-000385,CUS-0193,,,Loan Repayment,256631,2025-07-13,Convenience Store (Konbini),Completed,REF-11844476
TXN-000386,CUS-0191,,INV-00193,Investment Redemption,2751607,2024-10-28,Convenience Store (Konbini),Completed,REF-90869487
TXN-000387,CUS-0116,,,Annuity Payout,753212,2026-01-11,Convenience Store (Konbini),Completed,REF-58519802
TXN-000388,CUS-0038,,,Policy Loan,150856,2025-10-09,Convenience Store (Konbini),Completed,REF-20981220
TXN-000389,CUS-0066,,INV-00096,Investment Redemption,1063190,2024-02-15,Convenience Store (Konbini),Completed,REF-16458240
TXN-000390,CUS-0069,,,Annuity Payout,1576411,2024-05-17,Furikomi,Completed,REF-70351980
TXN-000391,CUS-0171,POL-00188,,Premium Payment,2009,2025-02-05,Convenience Store (Konbini),Completed,REF-26763640
TXN-000392,CUS-0155,,INV-00005,Investment Redemption,1938450,2025-12-12,Bank Transfer,Completed,REF-86318971
TXN-000393,CUS-0135,POL-00165,,Premium Payment,434219,2024-12-05,Bank Transfer,Completed,REF-25009899
TXN-000394,CUS-0124,,,Loan Repayment,869086,2026-01-08,Convenience Store (Konbini),Completed,REF-63599348
TXN-000395,CUS-0117,,,Annuity Payout,1655778,2024-03-03,Direct Debit,Completed,REF-49262955
TXN-000396,CUS-0078,,,Policy Loan,1571157,2025-03-13,Furikomi,Completed,REF-78753848
TXN-000397,CUS-0065,,INV-00050,Investment Purchase,1546735,2024-07-23,Credit Card,Failed,REF-55794543
TXN-000398,CUS-0070,,INV-00023,Investment Purchase,643417,2024-07-29,Convenience Store (Konbini),Completed,REF-72077353
TXN-000399,CUS-0030,,,Annuity Payout,1324050,2025-06-15,Credit Card,Completed,REF-41573613
TXN-000400,CUS-0118,,,Loan Repayment,1826330,2024-01-13,Bank Transfer,Completed,REF-69149741
TXN-000401,CUS-0028,,,Policy Loan,1102859,2025-04-22,Furikomi,Completed,REF-66191927
TXN-000402,CUS-0178,POL-00236,,Claim Settlement,3724655,2025-06-19,Direct Debit,Completed,REF-58143759
TXN-000403,CUS-0017,POL-00260,,Claim Settlement,2237110,2024-04-17,Direct Debit,Completed,REF-47420725
TXN-000404,CUS-0002,,,Loan Repayment,1453604,2024-12-10,Furikomi,Completed,REF-76193541
TXN-000405,CUS-0008,,INV-00021,Investment Redemption,4041249,2026-04-16,Convenience Store (Konbini),Completed,REF-23634462
TXN-000406,CUS-0006,,,Annuity Payout,1438257,2025-03-10,Furikomi,Pending,REF-13891077
TXN-000407,CUS-0016,,,Policy Loan,801720,2025-12-25,Convenience Store (Konbini),Completed,REF-54945030
TXN-000408,CUS-0089,,,Loan Repayment,1196634,2025-05-05,Convenience Store (Konbini),Completed,REF-43172887
TXN-000409,CUS-0060,,,Annuity Payout,1455614,2026-03-02,Credit Card,Completed,REF-11755629
TXN-000410,CUS-0052,,,Annuity Payout,429790,2024-03-31,Furikomi,Completed,REF-46761477
TXN-000411,CUS-0130,,INV-00177,Investment Redemption,4936381,2024-08-30,Bank Transfer,Completed,REF-21564750
TXN-000412,CUS-0184,,INV-00036,Investment Purchase,1944815,2024-10-22,Credit Card,Completed,REF-62717905
TXN-000413,CUS-0049,,INV-00049,Investment Redemption,2953703,2025-06-28,Bank Transfer,Completed,REF-80459438
TXN-000414,CUS-0103,,,Policy Loan,1645193,2026-01-14,Furikomi,Completed,REF-95687084
TXN-000415,CUS-0149,,,Annuity Payout,908742,2025-01-27,Credit Card,Completed,REF-20752906
TXN-000416,CUS-0106,POL-00302,,Claim Settlement,2846768,2026-03-22,Bank Transfer,Completed,REF-94154980
TXN-000417,CUS-0015,,,Policy Loan,444692,2025-12-15,Bank Transfer,Completed,REF-59876109
TXN-000418,CUS-0017,,,Policy Loan,1529006,2025-11-27,Furikomi,Pending,REF-58743087
TXN-000419,CUS-0127,,INV-00144,Investment Purchase,4765822,2024-04-06,Bank Transfer,Completed,REF-40661411
TXN-000420,CUS-0184,,INV-00092,Investment Purchase,205284,2024-03-06,Credit Card,Completed,REF-64610080
TXN-000421,CUS-0063,POL-00285,,Claim Settlement,3176452,2025-02-05,Bank Transfer,Completed,REF-17828580
TXN-000422,CUS-0184,POL-00307,,Premium Payment,12179,2024-10-06,Furikomi,Completed,REF-84269605
TXN-000423,CUS-0200,,,Policy Loan,422708,2026-01-27,Credit Card,Completed,REF-31433094
TXN-000424,CUS-0058,POL-00194,,Premium Payment,1393,2024-08-14,Direct Debit,Completed,REF-52648159
TXN-000425,CUS-0132,,,Loan Repayment,1115843,2025-09-05,Furikomi,Failed,REF-67562691
TXN-000426,CUS-0186,,INV-00074,Investment Redemption,635152,2026-02-08,Credit Card,Completed,REF-93826811
TXN-000427,CUS-0003,,,Annuity Payout,1882134,2025-03-06,Direct Debit,Completed,REF-54710300
TXN-000428,CUS-0091,,INV-00045,Investment Redemption,603246,2025-07-06,Direct Debit,Completed,REF-23260407
TXN-000429,CUS-0155,,INV-00005,Investment Redemption,1109335,2024-08-16,Credit Card,Completed,REF-20673384
TXN-000430,CUS-0170,POL-00284,,Claim Settlement,1645947,2025-07-01,Bank Transfer,Completed,REF-28644132
TXN-000431,CUS-0100,,,Loan Repayment,1681183,2025-06-25,Bank Transfer,Completed,REF-68101512
TXN-000432,CUS-0050,POL-00228,,Premium Payment,2547,2024-11-28,Credit Card,Completed,REF-36449015
TXN-000433,CUS-0197,,,Loan Repayment,1748986,2025-11-13,Credit Card,Completed,REF-75812490
TXN-000434,CUS-0040,,,Policy Loan,223706,2025-09-20,Convenience Store (Konbini),Completed,REF-17727035
TXN-000435,CUS-0065,,,Annuity Payout,1667022,2025-03-02,Bank Transfer,Completed,REF-87895649
TXN-000436,CUS-0025,,,Annuity Payout,545409,2025-08-03,Convenience Store (Konbini),Completed,REF-51388603
TXN-000437,CUS-0021,POL-00043,,Premium Payment,523,2025-08-31,Direct Debit,Completed,REF-94096680
TXN-000438,CUS-0117,,,Policy Loan,1039251,2024-07-04,Bank Transfer,Pending,REF-75135496
TXN-000439,CUS-0155,,,Annuity Payout,1342222,2025-12-13,Furikomi,Completed,REF-73709032
TXN-000440,CUS-0129,,,Loan Repayment,1753479,2024-05-18,Bank Transfer,Completed,REF-69951141
TXN-000441,CUS-0082,POL-00161,,Premium Payment,15644,2024-09-17,Furikomi,Completed,REF-90237941
TXN-000442,CUS-0052,,,Loan Repayment,912267,2025-05-01,Credit Card,Failed,REF-97746610
TXN-000443,CUS-0082,,,Loan Repayment,1825984,2024-11-20,Furikomi,Completed,REF-11051704
TXN-000444,CUS-0068,,,Policy Loan,1755391,2024-02-10,Credit Card,Completed,REF-63514885
TXN-000445,CUS-0152,,,Loan Repayment,817771,2025-05-12,Direct Debit,Completed,REF-99960074
TXN-000446,CUS-0085,,INV-00024,Investment Redemption,309125,2025-08-05,Credit Card,Completed,REF-97708006
TXN-000447,CUS-0077,,,Loan Repayment,1329207,2025-05-14,Convenience Store (Konbini),Completed,REF-73097387
TXN-000448,CUS-0045,,,Annuity Payout,1345622,2024-07-21,Bank Transfer,Completed,REF-89385896
TXN-000449,CUS-0113,,,Policy Loan,1174106,2024-11-01,Bank Transfer,Completed,REF-73347124
TXN-000450,CUS-0080,,,Policy Loan,1407246,2026-01-29,Bank Transfer,Completed,REF-38316542
TXN-000451,CUS-0053,,INV-00137,Investment Purchase,2138056,2025-03-07,Furikomi,Completed,REF-97891100
TXN-000452,CUS-0142,,,Annuity Payout,728648,2024-03-21,Bank Transfer,Pending,REF-67799856
TXN-000453,CUS-0124,,,Policy Loan,1332612,2025-11-18,Bank Transfer,Completed,REF-16183413
TXN-000454,CUS-0079,POL-00089,,Premium Payment,13668,2025-09-08,Bank Transfer,Completed,REF-12520949
TXN-000455,CUS-0064,,,Loan Repayment,1818842,2024-06-27,Convenience Store (Konbini),Completed,REF-85772987
TXN-000456,CUS-0139,,,Policy Loan,1171138,2025-05-11,Convenience Store (Konbini),Completed,REF-95059727
TXN-000457,CUS-0120,,INV-00002,Investment Redemption,2456636,2024-10-17,Direct Debit,Completed,REF-76776255
TXN-000458,CUS-0097,,,Policy Loan,1331497,2024-04-30,Direct Debit,Completed,REF-47800500
TXN-000459,CUS-0160,,,Loan Repayment,1016490,2025-04-28,Credit Card,Failed,REF-76757182
TXN-000460,CUS-0106,POL-00122,,Claim Settlement,2506549,2025-03-21,Furikomi,Pending,REF-28578169
TXN-000461,CUS-0130,,,Loan Repayment,475046,2026-01-23,Bank Transfer,Pending,REF-55947152
TXN-000462,CUS-0159,,INV-00058,Investment Purchase,2149975,2024-06-26,Bank Transfer,Completed,REF-60718813
TXN-000463,CUS-0130,,INV-00177,Investment Purchase,1717311,2026-03-20,Credit Card,Completed,REF-88567204
TXN-000464,CUS-0134,POL-00303,,Premium Payment,19302,2024-01-29,Bank Transfer,Completed,REF-38751311
TXN-000465,CUS-0078,,,Policy Loan,1550735,2024-04-04,Direct Debit,Completed,REF-56827410
TXN-000466,CUS-0188,POL-00280,,Premium Payment,2178,2024-12-01,Convenience Store (Konbini),Completed,REF-12223109
TXN-000467,CUS-0009,POL-00376,,Premium Payment,61241,2025-10-18,Bank Transfer,Completed,REF-89911999
TXN-000468,CUS-0005,,INV-00119,Investment Redemption,280517,2024-01-31,Bank Transfer,Completed,REF-54591062
TXN-000469,CUS-0066,,INV-00096,Investment Purchase,1332933,2025-02-11,Credit Card,Completed,REF-54856671
TXN-000470,CUS-0096,POL-00233,,Premium Payment,1004,2025-01-02,Bank Transfer,Completed,REF-57975913
TXN-000471,CUS-0187,,,Loan Repayment,480406,2025-04-25,Convenience Store (Konbini),Completed,REF-70966034
TXN-000472,CUS-0139,,,Annuity Payout,741356,2025-03-08,Convenience Store (Konbini),Completed,REF-73318981
TXN-000473,CUS-0162,,,Policy Loan,1326491,2024-03-07,Convenience Store (Konbini),Completed,REF-10275572
TXN-000474,CUS-0047,,INV-00196,Investment Redemption,4998297,2024-11-30,Direct Debit,Completed,REF-99043072
TXN-000475,CUS-0157,,,Policy Loan,394347,2025-02-01,Convenience Store (Konbini),Completed,REF-61290952
TXN-000476,CUS-0087,POL-00075,,Claim Settlement,1852603,2024-01-16,Credit Card,Completed,REF-13468437
TXN-000477,CUS-0181,,INV-00120,Investment Redemption,999605,2024-12-29,Convenience Store (Konbini),Completed,REF-67531056
TXN-000478,CUS-0026,,,Policy Loan,1117203,2024-11-26,Convenience Store (Konbini),Completed,REF-23158589
TXN-000479,CUS-0122,,,Policy Loan,555645,2024-09-22,Bank Transfer,Failed,REF-54064978
TXN-000480,CUS-0027,,,Policy Loan,1188067,2025-06-28,Bank Transfer,Completed,REF-69232456
TXN-000481,CUS-0158,,,Policy Loan,354532,2024-02-13,Furikomi,Completed,REF-46525048
TXN-000482,CUS-0121,,,Policy Loan,1305879,2024-08-14,Furikomi,Pending,REF-41929382
TXN-000483,CUS-0004,,INV-00191,Investment Purchase,4659109,2024-09-09,Credit Card,Completed,REF-68617766
TXN-000484,CUS-0170,POL-00012,,Premium Payment,1545,2024-01-14,Bank Transfer,Completed,REF-75502479
TXN-000485,CUS-0177,,INV-00022,Investment Purchase,2905638,2025-02-16,Furikomi,Completed,REF-95875168
TXN-000486,CUS-0078,POL-00064,,Claim Settlement,1791253,2024-08-30,Direct Debit,Completed,REF-92502070
TXN-000487,CUS-0124,,INV-00084,Investment Redemption,603474,2024-06-21,Credit Card,Completed,REF-96425635
TXN-000488,CUS-0129,,,Policy Loan,1435562,2024-11-30,Furikomi,Completed,REF-13309025
TXN-000489,CUS-0054,,,Loan Repayment,1957961,2025-04-16,Direct Debit,Completed,REF-51253484
TXN-000490,CUS-0199,,,Loan Repayment,898528,2025-07-08,Credit Card,Completed,REF-16806829
TXN-000491,CUS-0018,POL-00009,,Premium Payment,5014,2025-06-12,Furikomi,Completed,REF-92563038
TXN-000492,CUS-0051,POL-00266,,Premium Payment,8231,2024-06-08,Furikomi,Completed,REF-65733772
TXN-000493,CUS-0110,,INV-00128,Investment Redemption,2017594,2024-08-18,Furikomi,Completed,REF-94991294
TXN-000494,CUS-0051,,,Loan Repayment,1327399,2024-06-09,Credit Card,Completed,REF-45156157
TXN-000495,CUS-0010,,,Annuity Payout,462063,2025-10-04,Furikomi,Completed,REF-83093264
TXN-000496,CUS-0200,POL-00336,,Premium Payment,107211,2025-05-25,Credit Card,Failed,REF-29410575
TXN-000497,CUS-0018,POL-00114,,Claim Settlement,1306846,2024-02-13,Credit Card,Completed,REF-48461844
