transaction_id,customer_id,policy_id,investment_id,transaction_type,amount,transaction_date,payment_method,status,reference_number
TXN-000254,CUS-0034,POL-00064,,Claim Payout,20411.31,2024-02-13,Cheque,Completed,REF-72062977
TXN-000255,CUS-0045,POL-00081,,Premium Payment,529.17,2022-10-13,EFT,Completed,REF-19002523
TXN-000256,CUS-0035,,INV-00001,Dividend,1471.65,2025-12-06,Wire,Completed,REF-83862129
TXN-000257,CUS-0104,,INV-00269,Investment Purchase,47195.4,2025-10-29,Wire,Completed,REF-43746338
TXN-000258,CUS-0105,,INV-00086,Investment Purchase,50812.1,2025-08-08,EFT,Completed,REF-37768710
TXN-000259,CUS-0095,POL-00177,,Premium Payment,891.03,2021-04-18,Wire,Completed,REF-61347982
TXN-000260,CUS-0096,POL-00179,,Claim Payout,171162.3,2023-07-12,EFT,Completed,REF-38933373
TXN-000261,CUS-0164,POL-00320,,Claim Payout,159165.94,2025-01-16,Credit Card,Pending,REF-97116877
TXN-000262,CUS-0102,,INV-00126,Investment Redemption,7544.61,2022-07-19,Cheque,Failed,REF-75333946
TXN-000263,CUS-0183,POL-00356,,Claim Payout,2356.61,2024-03-01,Wire,Pending,REF-27503885
TXN-000264,CUS-0014,POL-00023,,Claim Payout,2810.61,2021-08-19,EFT,Pending,REF-49650344
TXN-000265,CUS-0090,POL-00168,,Claim Payout,5374.24,2024-05-02,Wire,Pending,REF-20485555
TXN-000266,CUS-0091,,INV-00263,Investment Purchase,55609.07,2020-06-14,Wire,Failed,REF-19094010
TXN-000267,CUS-0050,POL-00089,,Claim Payout,160820.02,2025-09-06,EFT,Completed,REF-29587604
TXN-000268,CUS-0144,,INV-00139,Investment Redemption,3464.4,2025-09-17,Cheque,Completed,REF-13239995
TXN-000269,CUS-0086,POL-00159,,Claim Payout,17672.82,2023-08-30,EFT,Completed,REF-79390232
TXN-000270,CUS-0113,,INV-00250,Investment Purchase,43907.41,2025-10-06,EFT,Completed,REF-30579604
TXN-000271,CUS-0097,,INV-00170,Dividend,3320.05,2024-12-06,Cheque,Completed,REF-29320840
TXN-000272,CUS-0051,POL-00091,,Premium Payment,3937.44,2024-04-21,Credit Card,Completed,REF-15622602
TXN-000273,CUS-0004,POL-00006,,Premium Payment,869.28,2022-03-07,Credit Card,Completed,REF-66047853
TXN-000274,CUS-0039,,INV-00219,Investment Redemption,27579.27,2022-11-11,Credit Card,Reversed,REF-10076098
TXN-000275,CUS-0042,,INV-00020,Dividend,1364.26,2025-05-30,Credit Card,Completed,REF-72855049
TXN-000276,CUS-0043,,INV-00253,Dividend,615.47,2025-02-25,Cheque,Pending,REF-92785273
TXN-000277,CUS-0096,,INV-00241,Investment Redemption,47805.59,2022-11-23,Cheque,Completed,REF-94761786
TXN-000278,CUS-0135,,INV-00080,Investment Purchase,67107.43,2025-10-31,Credit Card,Completed,REF-40359901
TXN-000279,CUS-0112,,,Fee,246.86,2023-09-06,Cheque,Failed,REF-76957784
TXN-000280,CUS-0104,,INV-00027,Dividend,4762.9,2023-05-15,Cheque,Pending,REF-24293758
TXN-000281,CUS-0143,,,Fee,119.58,2022-06-15,Credit Card,Pending,REF-72323676
TXN-000282,CUS-0026,,INV-00278,Dividend,2553.93,2024-08-17,Wire,Completed,REF-86044123
TXN-000283,CUS-0021,POL-00039,,Premium Payment,3660.96,2021-10-27,EFT,Completed,REF-52138595
TXN-000284,CUS-0015,,INV-00224,Dividend,2059.33,2024-11-05,Wire,Completed,REF-14106460
TXN-000285,CUS-0095,POL-00176,,Premium Payment,242.42,2023-06-15,Wire,Completed,REF-63196481
TXN-000286,CUS-0104,,INV-00221,Investment Purchase,85095.56,2023-03-19,Credit Card,Completed,REF-55112093
TXN-000287,CUS-0084,POL-00156,,Premium Payment,1528.8,2020-12-05,EFT,Completed,REF-11139490
TXN-000288,CUS-0110,POL-00207,,Premium Payment,532.32,2021-01-13,Credit Card,Failed,REF-16893126
TXN-000289,CUS-0046,POL-00083,,Premium Payment,379.77,2021-06-30,Cheque,Completed,REF-57949350
TXN-000290,CUS-0023,,INV-00021,Investment Purchase,17356.93,2023-06-22,EFT,Completed,REF-88230615
TXN-000291,CUS-0011,POL-00016,,Premium Payment,551.39,2022-02-26,Wire,Completed,REF-75815017
TXN-000292,CUS-0152,POL-00294,,Premium Payment,2184.39,2025-11-24,Cheque,Completed,REF-28604725
TXN-000293,CUS-0156,POL-00305,,Premium Payment,818.07,2021-10-06,EFT,Completed,REF-76627763
TXN-000294,CUS-0177,,INV-00146,Investment Purchase,4171.34,2023-10-19,Wire,Completed,REF-70734656
TXN-000295,CUS-0131,POL-00251,,Claim Payout,15035.84,2024-06-30,Credit Card,Completed,REF-51517045
TXN-000296,CUS-0054,,INV-00124,Investment Purchase,46667.39,2021-09-27,EFT,Completed,REF-88877489
TXN-000297,CUS-0038,,,Fee,62.76,2025-01-12,EFT,Completed,REF-47913187
TXN-000298,CUS-0177,,INV-00164,Investment Redemption,29173.88,2025-05-26,EFT,Completed,REF-96477961
TXN-000299,CUS-0172,,INV-00283,Investment Purchase,73208.67,2023-05-24,Credit Card,Failed,REF-73515624
TXN-000300,CUS-0094,,INV-00081,Investment Purchase,39688.63,2023-11-14,EFT,Completed,REF-43847289
TXN-000301,CUS-0128,POL-00243,,Claim Payout,16955.49,2024-06-16,Cheque,Completed,REF-70345934
TXN-000302,CUS-0084,POL-00156,,Premium Payment,1528.8,2023-07-13,Credit Card,Reversed,REF-10998405
TXN-000303,CUS-0043,,,Fee,477.6,2024-08-30,Cheque,Completed,REF-29886742
TXN-000304,CUS-0036,POL-00067,,Premium Payment,345.45,2025-10-01,Cheque,Completed,REF-37146258
TXN-000305,CUS-0107,,INV-00020,Investment Redemption,38657.57,2024-01-17,Cheque,Completed,REF-55255509
TXN-000306,CUS-0124,POL-00236,,Premium Payment,71.5,2022-05-14,Cheque,Completed,REF-81252044
TXN-000307,CUS-0136,POL-00261,,Claim Payout,265086.1,2024-11-16,EFT,Completed,REF-71062690
TXN-000308,CUS-0152,,INV-00281,Dividend,1486.46,2025-02-12,Cheque,Completed,REF-12404497
TXN-000309,CUS-0161,POL-00313,,Claim Payout,285085.28,2025-04-27,Wire,Pending,REF-72215698
TXN-000310,CUS-0156,,INV-00293,Dividend,1193.18,2023-07-14,Credit Card,Pending,REF-70300178
TXN-000311,CUS-0167,POL-00325,,Premium Payment,1251.27,2022-07-28,Cheque,Completed,REF-62990847
TXN-000312,CUS-0136,POL-00261,,Premium Payment,968.67,2020-06-15,Wire,Completed,REF-42075348
TXN-000313,CUS-0111,POL-00210,,Claim Payout,3820.92,2020-11-07,Cheque,Pending,REF-81841063
TXN-000314,CUS-0140,,,Fee,470.56,2020-03-07,Cheque,Completed,REF-90563516
TXN-000315,CUS-0128,,INV-00298,Investment Purchase,22128.04,2026-03-12,EFT,Completed,REF-41518806
TXN-000316,CUS-0100,,INV-00288,Dividend,3642.32,2021-12-26,Credit Card,Completed,REF-11907415
TXN-000317,CUS-0021,,INV-00169,Investment Purchase,65037.46,2025-05-19,Credit Card,Completed,REF-44654107
TXN-000318,CUS-0075,POL-00138,,Premium Payment,81.84,2024-08-29,Wire,Completed,REF-37392942
TXN-000319,CUS-0093,,INV-00050,Investment Redemption,38372.09,2023-03-28,EFT,Completed,REF-20230849
TXN-000320,CUS-0032,,INV-00002,Dividend,4770.25,2020-09-27,Cheque,Completed,REF-34021010
TXN-000321,CUS-0116,POL-00219,,Premium Payment,2537.16,2021-05-12,Wire,Completed,REF-78555677
TXN-000322,CUS-0172,POL-00334,,Premium Payment,166.65,2020-12-07,EFT,Completed,REF-57411092
TXN-000323,CUS-0049,POL-00087,,Premium Payment,2215.32,2020-03-15,EFT,Failed,REF-18513830
TXN-000324,CUS-0088,POL-00162,,Premium Payment,4507.08,2025-11-08,Credit Card,Pending,REF-74248731
TXN-000325,CUS-0194,,INV-00180,Dividend,197.46,2024-05-13,Wire,Completed,REF-23900847
TXN-000326,CUS-0199,,,Fee,407.79,2022-05-19,Wire,Completed,REF-88699165
TXN-000327,CUS-0018,,INV-00117,Investment Redemption,41808.3,2025-07-17,Wire,Completed,REF-61979251
TXN-000328,CUS-0095,POL-00176,,Premium Payment,242.42,2020-06-20,Credit Card,Completed,REF-10499523
TXN-000329,CUS-0005,,INV-00191,Investment Purchase,65222.97,2024-08-29,EFT,Completed,REF-52301424
TXN-000330,CUS-0022,,,Fee,75.7,2021-01-28,EFT,Completed,REF-89575745
TXN-000331,CUS-0127,POL-00242,,Premium Payment,1257.0,2021-05-05,EFT,Completed,REF-95641687
TXN-000332,CUS-0080,POL-00147,,Premium Payment,2507.16,2023-04-16,EFT,Completed,REF-17370298
TXN-000333,CUS-0171,,INV-00071,Dividend,3494.74,2024-04-03,Cheque,Reversed,REF-55626134
TXN-000334,CUS-0020,,,Fee,487.81,2024-01-30,Cheque,Completed,REF-50241177
TXN-000335,CUS-0007,POL-00010,,Claim Payout,16723.82,2021-01-16,EFT,Pending,REF-58658243
TXN-000336,CUS-0068,POL-00124,,Premium Payment,589.92,2023-07-27,Credit Card,Pending,REF-87364623
TXN-000337,CUS-0021,POL-00039,,Premium Payment,3660.96,2020-07-20,EFT,Completed,REF-83677009
TXN-000338,CUS-0177,,INV-00280,Dividend,1521.17,2026-03-12,EFT,Completed,REF-64176956
TXN-000339,CUS-0011,,INV-00160,Investment Redemption,45982.5,2024-09-17,Cheque,Completed,REF-46111036
TXN-000340,CUS-0036,,INV-00036,Investment Redemption,5168.59,2020-01-17,Wire,Completed,REF-15707588
TXN-000341,CUS-0093,POL-00174,,Claim Payout,27327.24,2022-12-18,Credit Card,Completed,REF-21007045
TXN-000342,CUS-0048,POL-00086,,Premium Payment,1116.63,2020-03-09,Credit Card,Completed,REF-32732400
TXN-000343,CUS-0175,,INV-00261,Investment Redemption,12310.03,2024-07-28,Cheque,Completed,REF-87402122
TXN-000344,CUS-0199,,INV-00097,Investment Redemption,24886.31,2022-09-01,Credit Card,Completed,REF-92310089
TXN-000345,CUS-0050,,INV-00271,Investment Purchase,29977.92,2021-07-11,Wire,Completed,REF-87622366
TXN-000346,CUS-0064,POL-00114,,Premium Payment,1427.88,2024-09-17,Wire,Completed,REF-10194969
TXN-000347,CUS-0104,,INV-00098,Dividend,3746.59,2021-06-09,EFT,Completed,REF-43390704
TXN-000348,CUS-0011,POL-00016,,Premium Payment,551.39,2022-10-20,EFT,Completed,REF-62978256
TXN-000349,CUS-0056,POL-00104,,Premium Payment,1138.14,2021-04-06,Credit Card,Completed,REF-24867878
TXN-000350,CUS-0004,,,Fee,212.54,2023-10-30,Credit Card,Completed,REF-29728335
TXN-000351,CUS-0032,,INV-00189,Investment Redemption,16593.02,2024-08-10,Cheque,Completed,REF-69513720
TXN-000352,CUS-0163,,INV-00075,Investment Purchase,21471.37,2023-12-17,Credit Card,Completed,REF-75755054
TXN-000353,CUS-0071,POL-00130,,Claim Payout,153507.94,2020-07-19,Wire,Completed,REF-72220991
TXN-000354,CUS-0016,POL-00029,,Premium Payment,709.74,2025-02-22,Credit Card,Completed,REF-65486192
TXN-000355,CUS-0074,POL-00137,,Premium Payment,271.8,2023-03-06,Wire,Completed,REF-11847858
TXN-000356,CUS-0196,POL-00382,,Claim Payout,6243.7,2025-02-04,Credit Card,Completed,REF-70309806
TXN-000357,CUS-0071,POL-00131,,Premium Payment,140.93,2024-05-18,Wire,Completed,REF-39603821
TXN-000358,CUS-0035,POL-00066,,Claim Payout,39159.89,2025-06-13,Credit Card,Completed,REF-24740381
TXN-000359,CUS-0095,POL-00177,,Premium Payment,891.03,2021-02-08,Cheque,Completed,REF-64185675
TXN-000360,CUS-0146,POL-00282,,Premium Payment,1451.25,2022-09-15,Cheque,Pending,REF-42788611
TXN-000361,CUS-0172,,INV-00285,Investment Redemption,42864.58,2025-12-10,Wire,Failed,REF-80910956
TXN-000362,CUS-0006,POL-00009,,Premium Payment,1797.24,2026-03-18,Cheque,Completed,REF-10196027
TXN-000363,CUS-0048,POL-00086,,Claim Payout,36764.64,2024-10-06,Cheque,Completed,REF-88677406
TXN-000364,CUS-0103,POL-00193,,Premium Payment,1584.72,2021-01-28,Credit Card,Completed,REF-42867782
TXN-000365,CUS-0087,POL-00161,,Premium Payment,1168.56,2025-04-14,Cheque,Completed,REF-76189546
TXN-000366,CUS-0144,POL-00278,,Premium Payment,5105.28,2020-11-08,Credit Card,Completed,REF-41045155
TXN-000367,CUS-0012,POL-00020,,Claim Payout,46056.81,2025-03-28,EFT,Completed,REF-23772773
TXN-000368,CUS-0141,,INV-00226,Investment Purchase,72124.67,2022-06-23,Credit Card,Completed,REF-59778266
TXN-000369,CUS-0066,POL-00118,,Premium Payment,1106.28,2024-08-02,Cheque,Completed,REF-96304579
TXN-000370,CUS-0116,,INV-00108,Investment Purchase,10254.81,2022-08-27,EFT,Completed,REF-43596935
TXN-000371,CUS-0138,,INV-00124,Investment Redemption,2686.44,2023-02-08,EFT,Completed,REF-75706214
TXN-000372,CUS-0056,,,Fee,399.9,2023-09-16,Credit Card,Completed,REF-87265763
TXN-000373,CUS-0110,POL-00206,,Premium Payment,85.83,2024-01-01,Credit Card,Completed,REF-13610372
TXN-000374,CUS-0161,,INV-00293,Investment Redemption,1557.39,2023-02-01,Credit Card,Completed,REF-41436416
TXN-000375,CUS-0188,,INV-00092,Investment Redemption,10194.87,2022-05-06,Cheque,Completed,REF-71854927
TXN-000376,CUS-0116,POL-00218,,Premium Payment,342.51,2021-07-04,Credit Card,Completed,REF-59209911
TXN-000377,CUS-0195,,INV-00154,Investment Purchase,83639.89,2024-11-03,EFT,Completed,REF-31349862
TXN-000378,CUS-0002,POL-00002,,Claim Payout,19039.51,2025-12-23,Wire,Completed,REF-24565901
TXN-000379,CUS-0041,POL-00074,,Premium Payment,1568.16,2020-10-26,EFT,Completed,REF-68333502
TXN-000380,CUS-0043,POL-00077,,Premium Payment,3666.12,2025-10-31,Cheque,Completed,REF-70808034
TXN-000381,CUS-0153,POL-00298,,Premium Payment,116.4,2022-06-02,Wire,Reversed,REF-33103570
TXN-000382,CUS-0114,,INV-00143,Investment Purchase,32257.29,2022-05-27,EFT,Failed,REF-36342866
TXN-000383,CUS-0097,POL-00181,,Claim Payout,256544.6,2021-01-07,EFT,Pending,REF-27015981
TXN-000384,CUS-0059,,INV-00274,Dividend,4750.33,2021-04-08,Wire,Completed,REF-97195255
TXN-000385,CUS-0189,,INV-00070,Investment Purchase,6230.34,2022-01-06,Credit Card,Completed,REF-26968753
TXN-000386,CUS-0013,POL-00021,,Premium Payment,159.69,2022-09-16,EFT,Completed,REF-55514836
TXN-000387,CUS-0024,,INV-00133,Investment Purchase,26852.88,2026-02-26,Credit Card,Completed,REF-15908071
TXN-000388,CUS-0053,POL-00096,,Claim Payout,281477.75,2022-06-22,EFT,Completed,REF-79518752
TXN-000389,CUS-0114,POL-00216,,Premium Payment,4805.76,2024-09-25,EFT,Completed,REF-53196957
TXN-000390,CUS-0175,POL-00341,,Claim Payout,6453.68,2023-10-15,EFT,Completed,REF-13667070
TXN-000391,CUS-0177,,INV-00013,Investment Redemption,43212.85,2020-05-04,Credit Card,Completed,REF-95501953
TXN-000392,CUS-0022,,INV-00098,Investment Purchase,48597.21,2021-02-06,Cheque,Completed,REF-17683639
TXN-000393,CUS-0192,,INV-00014,Investment Redemption,36101.66,2023-12-18,EFT,Completed,REF-77648431
TXN-000394,CUS-0193,,INV-00150,Investment Purchase,26819.6,2020-12-14,Credit Card,Completed,REF-90577383
TXN-000395,CUS-0139,,INV-00245,Investment Purchase,29431.2,2025-11-09,EFT,Failed,REF-30210136
TXN-000396,CUS-0196,POL-00382,,Premium Payment,43.34,2025-08-15,EFT,Completed,REF-52159618
TXN-000397,CUS-0011,POL-00016,,Claim Payout,48507.56,2025-03-29,EFT,Completed,REF-10375217
TXN-000398,CUS-0063,,INV-00194,Investment Purchase,35189.86,2023-10-30,Cheque,Completed,REF-81140123
TXN-000399,CUS-0097,POL-00182,,Premium Payment,1646.64,2021-05-18,Credit Card,Completed,REF-46159501
TXN-000400,CUS-0083,,INV-00190,Investment Purchase,66471.07,2024-02-08,Credit Card,Completed,REF-87420166
TXN-000401,CUS-0011,POL-00016,,Claim Payout,48507.56,2025-04-08,Credit Card,Completed,REF-42264580
TXN-000402,CUS-0158,POL-00308,,Claim Payout,31095.51,2020-03-10,Credit Card,Completed,REF-26880118
TXN-000403,CUS-0069,POL-00125,,Premium Payment,387.93,2021-05-16,Cheque,Pending,REF-80944243
TXN-000404,CUS-0143,POL-00276,,Premium Payment,4569.6,2022-12-07,Cheque,Completed,REF-96406343
TXN-000405,CUS-0122,POL-00231,,Premium Payment,2905.44,2022-10-16,Wire,Completed,REF-35190520
TXN-000406,CUS-0017,,INV-00205,Investment Purchase,27512.14,2021-09-26,Credit Card,Completed,REF-63698183
TXN-000407,CUS-0076,,INV-00088,Investment Purchase,52650.62,2023-06-13,Credit Card,Completed,REF-12779565
TXN-000408,CUS-0108,POL-00201,,Premium Payment,50.55,2024-02-17,Wire,Completed,REF-38705725
TXN-000409,CUS-0200,POL-00391,,Premium Payment,272.79,2020-12-02,EFT,Completed,REF-62369622
TXN-000410,CUS-0162,POL-00316,,Premium Payment,246.59,2021-10-03,Cheque,Completed,REF-49005267
TXN-000411,CUS-0011,,,Fee,101.43,2022-07-27,Cheque,Completed,REF-55624728
TXN-000412,CUS-0048,,INV-00151,Investment Purchase,19975.53,2020-04-05,Wire,Completed,REF-60636474
TXN-000413,CUS-0072,POL-00134,,Premium Payment,7565.64,2025-10-02,EFT,Completed,REF-40315274
TXN-000414,CUS-0095,,INV-00124,Investment Redemption,28026.47,2025-08-13,Cheque,Completed,REF-54500052
TXN-000415,CUS-0035,,INV-00239,Investment Redemption,30699.71,2020-09-09,Cheque,Completed,REF-15038665
TXN-000416,CUS-0164,POL-00319,,Premium Payment,348.21,2023-04-08,Credit Card,Completed,REF-38043072
TXN-000417,CUS-0091,,INV-00100,Dividend,4151.2,2022-11-21,EFT,Completed,REF-62978421
TXN-000418,CUS-0037,,INV-00053,Investment Redemption,4957.85,2025-02-05,EFT,Completed,REF-83065167
TXN-000419,CUS-0051,POL-00091,,Premium Payment,3937.44,2021-01-09,Credit Card,Completed,REF-76113110
TXN-000420,CUS-0104,POL-00195,,Premium Payment,213.08,2022-07-13,Wire,Completed,REF-14665068
TXN-000421,CUS-0022,,INV-00259,Investment Redemption,25084.99,2023-09-03,EFT,Reversed,REF-71970086
TXN-000422,CUS-0105,,INV-00283,Dividend,3615.42,2025-11-18,EFT,Pending,REF-34807303
TXN-000423,CUS-0007,POL-00010,,Premium Payment,57.02,2021-03-13,Wire,Completed,REF-25034348
TXN-000424,CUS-0153,,INV-00269,Investment Purchase,92508.32,2022-09-28,Cheque,Completed,REF-73387410
TXN-000425,CUS-0128,,INV-00136,Investment Purchase,73196.85,2021-05-05,Wire,Reversed,REF-10412599
TXN-000426,CUS-0175,,,Fee,114.71,2024-02-15,Cheque,Completed,REF-27975283
TXN-000427,CUS-0020,,,Fee,162.5,2020-10-17,Cheque,Pending,REF-24610423
TXN-000428,CUS-0058,,INV-00119,Investment Purchase,40303.21,2025-05-09,EFT,Completed,REF-88726359
TXN-000429,CUS-0105,POL-00196,,Premium Payment,475.2,2021-11-29,Credit Card,Pending,REF-38935409
TXN-000430,CUS-0130,,INV-00076,Investment Purchase,8276.65,2025-01-22,Cheque,Completed,REF-66139112
TXN-000431,CUS-0066,POL-00118,,Premium Payment,1106.28,2023-04-19,Wire,Completed,REF-15751690
TXN-000432,CUS-0162,,,Fee,20.41,2023-10-14,Wire,Completed,REF-67535049
TXN-000433,CUS-0191,POL-00369,,Claim Payout,26207.29,2021-01-28,Credit Card,Completed,REF-67246006
TXN-000434,CUS-0005,,INV-00022,Investment Redemption,47220.47,2020-08-14,Credit Card,Completed,REF-58495831
TXN-000435,CUS-0156,POL-00304,,Claim Payout,5799.38,2020-04-21,Wire,Completed,REF-19754865
TXN-000436,CUS-0191,POL-00369,,Premium Payment,169.03,2021-02-13,Credit Card,Reversed,REF-44094915
TXN-000437,CUS-0092,,,Fee,35.51,2024-10-26,Credit Card,Completed,REF-68551203
TXN-000438,CUS-0125,,INV-00249,Investment Purchase,43022.88,2026-04-18,Credit Card,Completed,REF-93373189
TXN-000439,CUS-0135,POL-00259,,Premium Payment,3461.88,2023-04-04,EFT,Completed,REF-25546247
TXN-000440,CUS-0142,POL-00272,,Premium Payment,3059.16,2025-12-01,Credit Card,Reversed,REF-55984239
TXN-000441,CUS-0123,POL-00233,,Premium Payment,443.61,2024-07-26,Credit Card,Completed,REF-96588631
TXN-000442,CUS-0186,POL-00362,,Claim Payout,3143.32,2024-02-26,EFT,Completed,REF-91293269
TXN-000443,CUS-0130,,,Fee,190.44,2020-09-22,Cheque,Pending,REF-87052719
TXN-000444,CUS-0005,POL-00007,,Premium Payment,349.2,2022-11-11,Credit Card,Completed,REF-64070291
TXN-000445,CUS-0181,,INV-00294,Investment Redemption,31376.89,2024-09-19,Wire,Completed,REF-98150338
TXN-000446,CUS-0142,POL-00275,,Premium Payment,105.8,2021-01-02,Cheque,Pending,REF-29485870
TXN-000447,CUS-0094,,INV-00297,Investment Purchase,39025.79,2022-10-13,EFT,Completed,REF-49514706
TXN-000448,CUS-0129,POL-00247,,Premium Payment,1637.76,2022-03-07,Credit Card,Reversed,REF-24543144
TXN-000449,CUS-0200,POL-00390,,Premium Payment,601.8,2023-04-20,Wire,Completed,REF-64252439
TXN-000450,CUS-0015,,INV-00209,Investment Purchase,62599.57,2020-04-04,Wire,Reversed,REF-30803857
TXN-000451,CUS-0031,POL-00059,,Claim Payout,96690.05,2024-09-06,EFT,Reversed,REF-96159185
TXN-000452,CUS-0192,POL-00371,,Claim Payout,14223.18,2023-06-21,Credit Card,Completed,REF-79792383
TXN-000453,CUS-0084,,INV-00186,Investment Purchase,65368.77,2025-10-31,EFT,Completed,REF-48211978
TXN-000454,CUS-0089,,,Fee,480.41,2021-04-27,Wire,Reversed,REF-55813843
TXN-000455,CUS-0038,POL-00069,,Premium Payment,111.11,2024-01-09,Credit Card,Completed,REF-68270032
TXN-000456,CUS-0024,,INV-00282,Investment Purchase,38860.95,2024-03-29,EFT,Completed,REF-39075869
TXN-000457,CUS-0124,POL-00237,,Premium Payment,1321.74,2021-02-06,Credit Card,Completed,REF-35539836
TXN-000458,CUS-0081,,,Fee,290.04,2021-05-07,Credit Card,Completed,REF-45842449
TXN-000459,CUS-0039,POL-00070,,Claim Payout,29586.75,2023-06-26,Cheque,Pending,REF-94025838
TXN-000460,CUS-0008,,,Fee,417.94,2021-11-03,Credit Card,Completed,REF-10131289
TXN-000461,CUS-0132,POL-00253,,Premium Payment,107.28,2024-05-19,Wire,Failed,REF-18402695
TXN-000462,CUS-0030,,INV-00199,Dividend,2544.3,2020-11-03,Credit Card,Completed,REF-92126467
TXN-000463,CUS-0007,POL-00010,,Premium Payment,57.02,2020-09-28,EFT,Completed,REF-92150325
TXN-000464,CUS-0021,,INV-00151,Investment Purchase,63356.34,2020-10-26,Cheque,Pending,REF-17291181
TXN-000465,CUS-0199,POL-00389,,Claim Payout,7494.93,2025-11-07,Wire,Completed,REF-96177608
TXN-000466,CUS-0037,POL-00068,,Claim Payout,9434.87,2024-02-17,Cheque,Completed,REF-46255095
TXN-000467,CUS-0127,POL-00242,,Premium Payment,1257.0,2024-12-18,Wire,Completed,REF-31785186
TXN-000468,CUS-0115,POL-00217,,Premium Payment,97.92,2024-07-09,Wire,Completed,REF-27452167
TXN-000469,CUS-0089,,INV-00010,Investment Purchase,55990.98,2021-01-12,Wire,Completed,REF-93938382
TXN-000470,CUS-0099,,,Fee,462.31,2021-10-21,EFT,Completed,REF-45372528
TXN-000471,CUS-0135,POL-00259,,Premium Payment,3461.88,2020-10-02,Credit Card,Reversed,REF-37201429
TXN-000472,CUS-0023,POL-00042,,Claim Payout,1250.05,2023-07-10,Credit Card,Completed,REF-37195004
TXN-000473,CUS-0103,POL-00193,,Premium Payment,1584.72,2025-03-28,EFT,Completed,REF-72311256
TXN-000474,CUS-0043,POL-00076,,Premium Payment,4158.48,2020-11-17,EFT,Completed,REF-60979859
TXN-000475,CUS-0193,POL-00374,,Premium Payment,3952.2,2022-09-01,Cheque,Pending,REF-27764558
TXN-000476,CUS-0140,POL-00270,,Claim Payout,224887.6,2024-03-20,Credit Card,Completed,REF-70061004
TXN-000477,CUS-0171,POL-00332,,Premium Payment,1402.98,2023-06-11,EFT,Completed,REF-32641668
TXN-000478,CUS-0083,,,Fee,33.41,2024-06-08,EFT,Completed,REF-22685755
TXN-000479,CUS-0073,POL-00136,,Claim Payout,12207.12,2022-04-19,EFT,Completed,REF-63466917
TXN-000480,CUS-0028,POL-00051,,Claim Payout,5465.01,2025-03-12,Wire,Completed,REF-99560316
TXN-000481,CUS-0048,,INV-00039,Investment Purchase,2387.34,2021-10-23,Wire,Completed,REF-89053312
TXN-000482,CUS-0047,,INV-00053,Investment Purchase,63198.3,2022-12-05,Wire,Completed,REF-33034395
TXN-000483,CUS-0088,,INV-00252,Investment Purchase,78655.06,2024-11-28,Wire,Completed,REF-41088690
TXN-000484,CUS-0139,,,Fee,129.08,2021-04-15,Credit Card,Pending,REF-82948912
TXN-000485,CUS-0082,,INV-00210,Investment Purchase,3886.54,2022-07-26,Wire,Completed,REF-13076093
TXN-000486,CUS-0180,POL-00349,,Claim Payout,159820.1,2026-02-08,Wire,Completed,REF-64060403
TXN-000487,CUS-0031,,INV-00233,Investment Purchase,48353.8,2020-09-07,Wire,Completed,REF-41668661
TXN-000488,CUS-0133,,INV-00076,Dividend,4307.5,2020-03-04,EFT,Completed,REF-60481546
TXN-000489,CUS-0022,,INV-00088,Investment Purchase,18864.45,2023-12-01,Credit Card,Completed,REF-21568108
TXN-000490,CUS-0174,,INV-00188,Dividend,123.42,2023-10-04,Wire,Completed,REF-24079562
TXN-000491,CUS-0104,,INV-00292,Investment Purchase,15883.71,2020-10-25,Credit Card,Completed,REF-19764779
TXN-000492,CUS-0036,,INV-00168,Dividend,2860.94,2025-02-13,EFT,Completed,REF-84829928
TXN-000493,CUS-0198,,INV-00138,Investment Purchase,24286.7,2026-01-28,EFT,Completed,REF-31251627
TXN-000494,CUS-0010,POL-00015,,Premium Payment,2394.54,2020-05-18,Credit Card,Reversed,REF-98894223
TXN-000495,CUS-0111,,,Fee,487.75,2022-10-24,Cheque,Completed,REF-97022836
TXN-000496,CUS-0156,POL-00305,,Premium Payment,818.07,2025-09-28,EFT,Completed,REF-96875210
TXN-000497,CUS-0089,POL-00167,,Premium Payment,138.52,2026-02-13,EFT,Completed,REF-97890180
TXN-000498,CUS-0092,POL-00172,,Claim Payout,12146.41,2026-02-06,Wire,Completed,REF-74102579
TXN-000499,CUS-0197,POL-00383,,Premium Payment,404.38,2020-04-17,Wire,Failed,REF-46896459
TXN-000500,CUS-0020,POL-00038,,Claim Payout,21553.29,2025-03-04,Wire,Completed,REF-61603280
TXN-000501,CUS-0160,,INV-00295,Investment Purchase,91616.51,2025-09-02,Credit Card,Completed,REF-27379520
TXN-000502,CUS-0148,POL-00286,,Premium Payment,188.36,2025-07-16,EFT,Reversed,REF-96343023
TXN-000503,CUS-0175,,INV-00269,Investment Purchase,1064.81,2022-02-01,Credit Card,Completed,REF-59483515
TXN-000504,CUS-0069,POL-00125,,Premium Payment,387.93,2024-01-16,Wire,Completed,REF-61128792
TXN-000505,CUS-0085,,INV-00234,Investment Redemption,28675.08,2020-05-05,Credit Card,Completed,REF-47526885
TXN-000506,CUS-0046,,,Fee,391.41,2023-11-04,Cheque,Pending,REF-43716263
TXN-000507,CUS-0135,POL-00260,,Premium Payment,209.66,2025-03-01,Credit Card,Completed,REF-28838016
